Rdate,comment,condition,drug,easeofuse,effectiveness,helpful,reviewer,satisfaction
10/22/2008 4:04:15 AM,leg would swell even with out sock or not standing all day. bad side effects,Type 2 Diabetes Mellitus,Actos oral,5,2,10,"turtle, 45-54 Female  on Treatment for 1 to less than 2 years (Patient)",2
10/21/2008 11:04:00 PM,leg would swell even with out sock or not standing all day. bad side effects,Type 2 Diabetes Mellitus,Actos oral,1,1,10,"Marta A, 65-74 on Treatment for 1 to 6 months (Patient)",1
11/19/2008 3:20:03 PM,"After being diagnosed as a Type 2 Diabetic, I thought removing most carbs and sugar from my diet would help me lose some weight, but much to my surprise, I started gaining pounds (almost 50 extra pounds in 4 years).  My ankles were constantly swollen and the muscles in my leg never stopped aching and cramping; I could hardly walk.  My doctor had a different diagnosis for every one of my complaints
					...
					",Type 2 Diabetes Mellitus,Actos oral,4,3,29,"Meema, 55-64 Female  on Treatment for 2 to less than 5 years (Patient)",1
11/16/2008 8:03:10 PM,"After being diagnosed as a Type 2 Diabetic, I thought removing most carbs and sugar from my diet would help me lose some weight, but much to my surprise, I started gaining pounds (almost 50 extra pounds in 4 years).  My ankles were constantly swollen and the muscles in my leg never stopped aching and cramping; I could hardly walk.  My doctor had a different diagnosis for every one of my complaints
					...
					",Type 2 Diabetes Mellitus,Actos oral,3,1,29,"fogtender, 45-54 Male  on Treatment for 5 to less than 10 years (Patient)",1
11/13/2008 9:10:58 PM,"After being diagnosed as a Type 2 Diabetic, I thought removing most carbs and sugar from my diet would help me lose some weight, but much to my surprise, I started gaining pounds (almost 50 extra pounds in 4 years).  My ankles were constantly swollen and the muscles in my leg never stopped aching and cramping; I could hardly walk.  My doctor had a different diagnosis for every one of my complaints
					...
					",Type 2 Diabetes Mellitus,Actos oral,3,1,29,"mamawaz, 55-64 Female  on Treatment for less than 1 month (Caregiver)",1
11/5/2008 10:12:38 AM,"After being diagnosed as a Type 2 Diabetic, I thought removing most carbs and sugar from my diet would help me lose some weight, but much to my surprise, I started gaining pounds (almost 50 extra pounds in 4 years).  My ankles were constantly swollen and the muscles in my leg never stopped aching and cramping; I could hardly walk.  My doctor had a different diagnosis for every one of my complaints
					...
					",Type 2 Diabetes Mellitus,Actos oral,5,3,29,"frank, 65-74 Male  on Treatment for 1 to 6 months (Patient)",3
10/31/2008 9:27:08 PM,"After being diagnosed as a Type 2 Diabetic, I thought removing most carbs and sugar from my diet would help me lose some weight, but much to my surprise, I started gaining pounds (almost 50 extra pounds in 4 years).  My ankles were constantly swollen and the muscles in my leg never stopped aching and cramping; I could hardly walk.  My doctor had a different diagnosis for every one of my complaints
					...
					",Type 2 Diabetes Mellitus,Actos oral,2,2,29,"gdixon, 45-54 Female  on Treatment for 1 to 6 months (Patient)",1
11/29/2008 12:23:25 AM,just started taking actos along with metformin they don't seem to be working for me. i'am going to give it a little more time.,Type 2 Diabetes Mellitus,Actos oral,5,1,5,"camperbugjl, 65-74 Female  on Treatment for less than 1 month (Patient)",1
11/28/2008 4:22:26 PM,just started taking actos along with metformin they don't seem to be working for me. i'am going to give it a little more time.,Type 2 Diabetes Mellitus,Actos oral,5,5,5,55-64 Female  on Treatment for 5 to less than 10 years (Patient),5
11/28/2008 4:09:25 PM,just started taking actos along with metformin they don't seem to be working for me. i'am going to give it a little more time.,Type 2 Diabetes Mellitus,Actos oral,5,4,5,,5
11/26/2008 12:58:37 AM,just started taking actos along with metformin they don't seem to be working for me. i'am going to give it a little more time.,Type 2 Diabetes Mellitus,Actos oral,1,1,5,"Bella, 45-54 on Treatment for 2 to less than 5 years (Patient)",1
11/23/2008 1:15:45 AM,just started taking actos along with metformin they don't seem to be working for me. i'am going to give it a little more time.,Type 2 Diabetes Mellitus,Actos oral,4,4,5,"alaskalover58, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient)",1
12/6/2008 10:43:58 AM,It makes me gain weight.  That I do not like.  I want to eat all the time and I never get full.,Type 2 Diabetes Mellitus,Actos oral,5,5,5,"Merry, 65-74 Female  on Treatment for less than 1 month (Patient)",5
12/4/2008 4:13:30 AM,It makes me gain weight.  That I do not like.  I want to eat all the time and I never get full.,Type 2 Diabetes Mellitus,Actos oral,4,1,5,"millbill, 75 or over Male  on Treatment for 1 to 6 months (Patient)",1
12/3/2008 7:19:59 PM,It makes me gain weight.  That I do not like.  I want to eat all the time and I never get full.,Type 2 Diabetes Mellitus,Actos oral,5,5,5,65-74 Female  on Treatment for 2 to less than 5 years (Patient),5
12/2/2008 9:34:04 PM,It makes me gain weight.  That I do not like.  I want to eat all the time and I never get full.,Type 2 Diabetes Mellitus,Actos oral,5,5,5,"jcjjr, 55-64 Male  on Treatment for 5 to less than 10 years (Patient)",5
12/2/2008 1:38:44 PM,It makes me gain weight.  That I do not like.  I want to eat all the time and I never get full.,Type 2 Diabetes Mellitus,Actos oral,5,5,5,25-34 Male  on Treatment for 2 to less than 5 years (Patient),5
12/12/2008 10:49:58 AM,"I took Actos for about 3 years.  Glucose control was fair, but the side effect of weight gain made control of diabetes more difficult.  Now I'm hearing about other side effects that may surface.  The benefit of taking this drug are not worth the worry about what problems it may cause later.",Type 2 Diabetes Mellitus,Actos oral,5,5,0,65-74 Female  on Treatment for 5 to less than 10 years (Patient),5
12/11/2008 10:14:20 AM,"I took Actos for about 3 years.  Glucose control was fair, but the side effect of weight gain made control of diabetes more difficult.  Now I'm hearing about other side effects that may surface.  The benefit of taking this drug are not worth the worry about what problems it may cause later.",Type 2 Diabetes Mellitus,Actos oral,5,4,0,"Tulsa, 55-64 Male  on Treatment for 2 to less than 5 years (Patient)",2
12/10/2008 10:38:45 PM,"I took Actos for about 3 years.  Glucose control was fair, but the side effect of weight gain made control of diabetes more difficult.  Now I'm hearing about other side effects that may surface.  The benefit of taking this drug are not worth the worry about what problems it may cause later.",Type 2 Diabetes Mellitus,Actos oral,5,5,0,45-54 Female  on Treatment for 5 to less than 10 years (Patient),3
12/10/2008 10:07:37 AM,"I took Actos for about 3 years.  Glucose control was fair, but the side effect of weight gain made control of diabetes more difficult.  Now I'm hearing about other side effects that may surface.  The benefit of taking this drug are not worth the worry about what problems it may cause later.",Type 2 Diabetes Mellitus,Actos oral,4,5,0,"wlasgowestg, 55-64 Female  on Treatment for 5 to less than 10 years (Patient)",3
12/8/2008 6:42:08 PM,"I took Actos for about 3 years.  Glucose control was fair, but the side effect of weight gain made control of diabetes more difficult.  Now I'm hearing about other side effects that may surface.  The benefit of taking this drug are not worth the worry about what problems it may cause later.",Type 2 Diabetes Mellitus,Actos oral,5,4,0,55-64 Male  (Patient),3
12/17/2008 1:00:00 PM,"After using this drug i suffered a severe heat attack,trem of use 18 months at max dose.I had an caddiogram and stress pior to using this drug and a healthy heart.This drug did lower my daily intake of insulin by 50 percent.",Type 2 Diabetes Mellitus,Actos oral,4,4,11,"Dummy, 65-74 Male  (Patient)",1
12/16/2008 8:31:23 PM,"After using this drug i suffered a severe heat attack,trem of use 18 months at max dose.I had an caddiogram and stress pior to using this drug and a healthy heart.This drug did lower my daily intake of insulin by 50 percent.",Type 2 Diabetes Mellitus,Actos oral,5,4,11,"Collegeman49, 55-64 Male  on Treatment for 2 to less than 5 years (Patient)",4
12/16/2008 6:32:14 PM,"After using this drug i suffered a severe heat attack,trem of use 18 months at max dose.I had an caddiogram and stress pior to using this drug and a healthy heart.This drug did lower my daily intake of insulin by 50 percent.",Type 2 Diabetes Mellitus,Actos oral,3,3,11,"dmb9933, 75 or over Female  on Treatment for 5 to less than 10 years (Patient)",1
12/15/2008 10:36:22 PM,"After using this drug i suffered a severe heat attack,trem of use 18 months at max dose.I had an caddiogram and stress pior to using this drug and a healthy heart.This drug did lower my daily intake of insulin by 50 percent.",Type 2 Diabetes Mellitus,Actos oral,4,4,11,,4
12/15/2008 5:43:36 PM,"After using this drug i suffered a severe heat attack,trem of use 18 months at max dose.I had an caddiogram and stress pior to using this drug and a healthy heart.This drug did lower my daily intake of insulin by 50 percent.",Type 2 Diabetes Mellitus,Actos oral,3,3,11,"rdavis, 45-54 Male  (Patient)",1
12/23/2008 5:34:56 PM,"I have been taking Actos 15mg for 3 months. after some initial dosage adjustments w/other meds (Metformin 750ER & Januvia 100mg) my numbers are like normal! 
I have not experienced the weight gain",Type 2 Diabetes Mellitus,Actos oral,3,3,0,55-64 Female  on Treatment for 6 months to less than 1 year (Patient),3
1/5/2009 7:14:23 PM,"I have been taking Actos 15mg for 3 months. after some initial dosage adjustments w/other meds (Metformin 750ER & Januvia 100mg) my numbers are like normal! 
I have not experienced the weight gain",Type 2 Diabetes Mellitus,Actos oral,5,5,0,45-54 Female  on Treatment for 1 to 6 months (Patient),5
12/31/2008 9:31:12 PM,"I have been taking Actos 15mg for 3 months. after some initial dosage adjustments w/other meds (Metformin 750ER & Januvia 100mg) my numbers are like normal! 
I have not experienced the weight gain",Type 2 Diabetes Mellitus,Actos oral,5,1,0,"Talitha, 55-64 Female  on Treatment for less than 1 month (Patient)",1
12/31/2008 1:20:42 AM,"I have been taking Actos 15mg for 3 months. after some initial dosage adjustments w/other meds (Metformin 750ER & Januvia 100mg) my numbers are like normal! 
I have not experienced the weight gain",Type 2 Diabetes Mellitus,Actos oral,5,4,0,"geo, 75 or over Female  on Treatment for 6 months to less than 1 year (Caregiver)",1
12/27/2008 8:37:36 PM,"I have been taking Actos 15mg for 3 months. after some initial dosage adjustments w/other meds (Metformin 750ER & Januvia 100mg) my numbers are like normal! 
I have not experienced the weight gain",Type 2 Diabetes Mellitus,Actos oral,1,1,0,"BONNIE, 65-74 Female  on Treatment for 5 to less than 10 years (Patient)",5
1/16/2009 10:14:06 AM,will it affect the depo shot?,Type 2 Diabetes Mellitus,Actos oral,5,4,1,"actos, 65-74 Male  on Treatment for 2 to less than 5 years (Patient)",3
1/15/2009 7:52:41 PM,will it affect the depo shot?,Type 2 Diabetes Mellitus,Actos oral,3,3,1,25-34 Female  on Treatment for 1 to 6 months (Patient),3
1/13/2009 2:28:51 PM,will it affect the depo shot?,Type 2 Diabetes Mellitus,Actos oral,4,3,1,55-64 Female  on Treatment for 10 years or more (Patient),3
1/9/2009 10:40:34 AM,will it affect the depo shot?,Type 2 Diabetes Mellitus,Actos oral,4,3,1,"wife brenda , 45-54 Female  on Treatment for less than 1 month (Caregiver)",3
1/7/2009 1:04:07 PM,will it affect the depo shot?,Type 2 Diabetes Mellitus,Actos oral,5,5,1,"haitianmanvjqvbh, 65-74 Male  on Treatment for 2 to less than 5 years (Patient)",5
1/28/2009 12:58:31 PM,"I HAVE ONLY TAKEN ACTOS FOR ABOUT A WEEK. THE WORST SIDE AFFECT IS THAT I HAVE HAD PAIN IN SOME OF MY TEETH. THIS MAKES IT HARD TO SLEEP AT NIGHT, AND I AM VERY TIRED DURING THE DAY.",Type 2 Diabetes Mellitus,Actos oral,4,1,8,55-64 Male  on Treatment for less than 1 month (Patient),1
1/24/2009 11:28:43 AM,"I HAVE ONLY TAKEN ACTOS FOR ABOUT A WEEK. THE WORST SIDE AFFECT IS THAT I HAVE HAD PAIN IN SOME OF MY TEETH. THIS MAKES IT HARD TO SLEEP AT NIGHT, AND I AM VERY TIRED DURING THE DAY.",Type 2 Diabetes Mellitus,Actos oral,5,4,8,"carl Crittenden, 55-64 Male  on Treatment for less than 1 month (Patient)",4
1/19/2009 12:02:17 AM,"I HAVE ONLY TAKEN ACTOS FOR ABOUT A WEEK. THE WORST SIDE AFFECT IS THAT I HAVE HAD PAIN IN SOME OF MY TEETH. THIS MAKES IT HARD TO SLEEP AT NIGHT, AND I AM VERY TIRED DURING THE DAY.",Type 2 Diabetes Mellitus,Actos oral,5,3,8,65-74 Male  on Treatment for 2 to less than 5 years (Patient),4
1/18/2009 2:25:27 AM,"I HAVE ONLY TAKEN ACTOS FOR ABOUT A WEEK. THE WORST SIDE AFFECT IS THAT I HAVE HAD PAIN IN SOME OF MY TEETH. THIS MAKES IT HARD TO SLEEP AT NIGHT, AND I AM VERY TIRED DURING THE DAY.",Type 2 Diabetes Mellitus,Actos oral,3,4,8,19-24 Male  on Treatment for 1 to 6 months (Patient),4
1/18/2009 2:09:21 AM,"I HAVE ONLY TAKEN ACTOS FOR ABOUT A WEEK. THE WORST SIDE AFFECT IS THAT I HAVE HAD PAIN IN SOME OF MY TEETH. THIS MAKES IT HARD TO SLEEP AT NIGHT, AND I AM VERY TIRED DURING THE DAY.",Type 2 Diabetes Mellitus,Actos oral,5,2,8,"HELEN, 55-64 Female  on Treatment for 2 to less than 5 years (Patient)",1
2/4/2009 6:14:49 AM,"Since starting this medication, I have gained a significant amount of weight. I have also recently dealt with muscle pain and a heaviness and tightness in my legs. I am definitely talking to my Dr. at next appointment about other options. For me, I just don't think it's right.",Type 2 Diabetes Mellitus,Actos oral,5,4,13,"jgajmom, 25-34 Female  on Treatment for 1 to 6 months (Patient)",3
2/3/2009 2:17:39 PM,"Since starting this medication, I have gained a significant amount of weight. I have also recently dealt with muscle pain and a heaviness and tightness in my legs. I am definitely talking to my Dr. at next appointment about other options. For me, I just don't think it's right.",Type 2 Diabetes Mellitus,Actos oral,5,3,13,65-74 Male  on Treatment for 5 to less than 10 years (Patient),3
2/2/2009 8:12:30 PM,"Since starting this medication, I have gained a significant amount of weight. I have also recently dealt with muscle pain and a heaviness and tightness in my legs. I am definitely talking to my Dr. at next appointment about other options. For me, I just don't think it's right.",Type 2 Diabetes Mellitus,Actos oral,5,4,13,"csmbob, 65-74 Male  on Treatment for 1 to 6 months (Patient)",4
1/30/2009 9:14:32 PM,"Since starting this medication, I have gained a significant amount of weight. I have also recently dealt with muscle pain and a heaviness and tightness in my legs. I am definitely talking to my Dr. at next appointment about other options. For me, I just don't think it's right.",Type 2 Diabetes Mellitus,Actos oral,4,2,13,"Robert, 65-74 Male  on Treatment for 1 to less than 2 years (Patient)",1
1/28/2009 2:06:45 PM,"Since starting this medication, I have gained a significant amount of weight. I have also recently dealt with muscle pain and a heaviness and tightness in my legs. I am definitely talking to my Dr. at next appointment about other options. For me, I just don't think it's right.",Type 2 Diabetes Mellitus,Actos oral,5,1,13,45-54 Male  on Treatment for 1 to 6 months (Patient),1
2/11/2009 7:04:20 PM,"I recently took this terrible medication, and gained ten pounds in two days. After reporting this to my Dr., he suggested taking lasik. Why would you want to take a medication to cover the result of another medication, is beyond me!",Type 2 Diabetes Mellitus,Actos oral,5,1,6,45-54 Female  on Treatment for less than 1 month (Patient),1
